hemis_credits_total,hemis_credits_passed,hemis_credits_failed,hemis_credit_pass_rate,target_success_75,matric_school_name,teaching_language,teacher_language_alternation_helped,school_language_same_as_home,english_language_level,school_fee_source,matric_class_size,school_location,school_facilities_count,school_facilities_used_count,school_commute_mode,used_online_learning,school_leadership_activity,school_meal_source,school_academic_achievement,home_resources_count,family_attended_university,home_location,general_support_source,has_dependents,number_of_dependents,has_disability_or_special_needs,plans_part_time_work,part_time_hours,concern_academic,concern_financial,concern_adjustment_belonging,concern_accommodation_transport,concern_safety_health,concern_time_management,concern_any,programme_choice,first_choice_influence,university_accommodation,accommodation_type,accommodation_internet,accommodation_backup_power,distance_from_campus,travel_to_campus,travel_time_to_8am,devices_owned_count,tuition_funding,accommodation_funding,living_expense_funding,applied_nsfas,nsfas_approved,father_employment_status,mother_employment_status
1.0,1.0,0.0,1.0,1.0,Ngwanakwena Secondary school ,Sepedi,1.0,1.0,Second,No fee-paying school,Between 31 and 40,Township,7,7,Walking,0.0,0.0,School based feeding programme,Bachelor,2,1.0,Township,"Guardian e.g., grandparent, uncle, siblings etc..",0.0,0.0,0.0,1.0,5.0,1,1,0,0,1,1,1,First,The desire to make a difference,University Residence,Self Catering,1.0,0.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,0.0,,
1.0,1.0,0.0,1.0,1.0,The King's white River ,English,1.0,1.0,Second,Parents or guardians,Between 41 and 60,Suburb/City/Town,12,12,Boarding school,1.0,1.0,School based feeding programme,Bachelor,6,1.0,Suburb/City/Town,Family friend/Friend,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,Second,The desire to make a difference,University Residence,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,2,Parent/Parents,Parent/Parents,Paying for myself,,,Self-employed,Employed and earning salary/wages
1.0,1.0,0.0,1.0,1.0,Umzilikazi Senior Secondary School ,English,1.0,0.0,Second,No fee-paying school,Greater than 80,Rural Village,7,7,School Bus,0.0,0.0,Parents provided lunch box.,Bachelor,4,1.0,Suburb/City/Town,Single Parent,0.0,0.0,0.0,1.0,5.0,1,1,1,0,1,1,1,First,Role Models,University Residence,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,0.719,0.281,0.719,0.0,Marobathota High,Sepedi,,1.0,Second,No fee-paying school,Between 41 and 60,Rural Village,12,8,Public Transport,0.0,0.0,School based feeding programme,Bachelor,3,0.0,Rural Village,Single Parent,0.0,0.0,,,5.0,1,1,1,0,1,1,1,First,The desire to make a difference,University Residence,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
0.999,0.999,0.0,1.0,1.0,Kgapane High School ,Sepedi,1.0,1.0,First,No fee-paying school,Between 41 and 60,Rural Village,9,7,Walking,1.0,0.0,School based feeding programme,School leaving,4,1.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,First,Family,University Residence,Catered,1.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,0.0,,
0.08,0.08,0.0,1.0,1.0,Mukhwantheli secondary school ,Tshivenda,1.0,1.0,Second,Parents or guardians,Between 41 and 60,Rural Village,6,6,Walking,0.0,1.0,School based feeding programme,Bachelor,2,1.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,1,First,Passion,Accommodation,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
0.08,0.08,0.0,1.0,1.0,Segopotje Secondary School ,Sepedi,1.0,1.0,Second,No fee-paying school,Greater than 80,Rural Village,7,6,Public Transport,0.0,0.0,School based feeding programme,Bachelor,1,1.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,1,First,Passion,Accommodation,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
0.08,0.08,0.0,1.0,1.0,Rusplaas Christian Model School ,Sepedi,0.0,0.0,First,Parents or guardians,Between 20 and 30,Private school,4,4,Walking,0.0,0.0,Parents provided lunch box.,Bachelor,5,1.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,First,The desire to make a difference,University Residence,Self Catering,1.0,0.0,Less than 5km,Walking,less than 30 minutes,2,Funding arrangements not analyzed (if none of the above options apply),Funding arrangements not finalized (if none of the above options apply),Funding arrangements not finalized (if none of the above options apply),,,Employed and earning salary/wages,Employed and earning salary/wages
1.0,0.812,0.188,0.812,1.0,Naauwport ,English,1.0,0.0,Second,No fee-paying school,Between 20 and 30,Rural Village,9,9,Boarding school,0.0,1.0,Three meals a day,Bachelor,2,0.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,1,Second,The desire to make a difference,University Residence,Self Catering,1.0,1.0,Between 6km and 9km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
0.08,0.08,0.0,1.0,1.0,John mutheiwana secondary school ,Tshivenda,1.0,0.0,Second,"Bursary e.g., Sasol, Eskom etc.",Between 31 and 40,Rural Village,5,5,Walking,0.0,0.0,School based feeding programme,Bachelor,2,1.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,1,First,Passion,University Residence,Self Catering,1.0,1.0,Between 15km and 19km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,1.0,0.0,1.0,1.0,Dennis Matlhaba 2 secondary school ,Sepedi,1.0,0.0,First,No fee-paying school,Between 61 and 80,Rural Village,8,8,Walking,1.0,0.0,Parents provided lunch money,Bachelor,4,1.0,Rural Village,Both Parents,0.0,0.0,0.0,1.0,5.0,1,0,1,0,1,0,1,First,Passion,University Residence,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
0.5,0.5,0.0,1.0,1.0,Soshanguve east secondary school ,English,1.0,0.0,Second,No fee-paying school,Between 41 and 60,Township,12,8,School Bus,0.0,0.0,School based feeding programme,Bachelor,2,0.0,Township,"Guardian e.g., grandparent, uncle, siblings etc..",0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,1,First,Passion,University Residence,Self Catering,1.0,0.0,Between 15km and 19km,University bus service,Between 31 minutes and an hour,1,Government scholarship/bursary,Government scholarship/bursary,Government scholarship/bursary,,,Unemployed and receiving social grant,
1.0,0.674,0.326,0.674,0.0,MATTHEWS MANGOPE HIGH SCHOOL ,English,1.0,1.0,Second,Government scholarship/bursary,Between 20 and 30,Rural Village,8,5,School Bus,0.0,0.0,School based feeding programme,Bachelor,2,0.0,Rural Village,,1.0,2.0,0.0,0.0,0.0,1,1,1,0,1,1,1,First,Passion,Accommodation,Self Catering,1.0,,Between 6km and 9km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,0.0,,Employed and earning salary/wages
1.0,1.0,0.0,1.0,1.0,Sinethezekile High school ,IsiZulu,1.0,1.0,Second,No fee-paying school,Between 61 and 80,Farm,6,7,Scholar transport (Rural learners),0.0,0.0,Parents provided lunch money,Bachelor,1,1.0,Rural Village,"Guardian e.g., grandparent, uncle, siblings etc..",0.0,0.0,0.0,1.0,6.0,1,1,1,0,0,1,1,Second,Passion,University Residence,Self Catering,1.0,0.0,Between 20km and 30km,University bus service,Between 1 and 2 hours,1,NSFAS,NSFAS,NSFAS,1.0,0.0,,
1.0,1.0,0.0,1.0,1.0,Trinity Secondary School ,English,1.0,0.0,First,Parents or guardians,Between 20 and 30,Suburb/City/Town,8,9,Public Transport,1.0,1.0,Parents provided lunch money,Bachelor,5,1.0,Township,Single Parent,0.0,0.0,0.0,1.0,5.0,1,1,0,0,1,1,1,First,Passion,Accommodation,Self Catering,1.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
0.08,0.08,0.0,1.0,1.0,Abraham Serote secondary school ,Sepedi,1.0,1.0,Second,No fee-paying school,Between 41 and 60,Rural Village,5,5,Public Transport,1.0,1.0,School based feeding programme,Bachelor,5,1.0,Rural Village,Both Parents,1.0,,1.0,0.0,0.0,0,1,0,0,1,0,1,First,Family,Accommodation,Self Catering,1.0,1.0,Between 15km and 19km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,0.0,,Self-employed
0.9,0.7,0.2,0.7777777777777777,1.0,Magoza School of Excellence ,Xitsonga,1.0,1.0,Second,Parents or guardians,Between 31 and 40,Public,10,11,Walking,1.0,0.0,School based feeding programme,Bachelor,3,1.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,First,The desire to make a difference,University Residence,Self Catering,1.0,1.0,Less than 5km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,Unemployed and looking for work,Unemployed and looking for work
0.08,0.08,0.0,1.0,1.0,Ezibukweni Secondary School ,IsiZulu,1.0,1.0,Second,No fee-paying school,Between 31 and 40,Rural Village,7,7,Public Transport,0.0,0.0,School based feeding programme,Bachelor,2,1.0,Rural Village,Single Parent,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,1,First,Passion,University Residence,Self Catering,1.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,1.0,0.0,1.0,1.0,Moletsane Secondary School,English,1.0,0.0,Third,Educational or schooling insurance policy,Between 41 and 60,Township,7,6,Walking,1.0,0.0,School based feeding programme,Bachelor,3,0.0,Township,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,First,Passion,University Residence,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
0.95,0.95,0.0,1.0,1.0,Mosipa Secondary School ,Sepedi,1.0,0.0,Second,"Bursary e.g., Sasol, Eskom etc.",Between 20 and 30,Public,9,9,Walking,0.0,0.0,Parents provided lunch money,Bachelor,2,1.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,1,First,Passion,University Residence,Self Catering,1.0,1.0,Between 15km and 19km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,1.0,0.0,1.0,1.0,Highveld Secondary School ,SiSwati,1.0,1.0,Second,No fee-paying school,Between 41 and 60,Public,9,7,Dropped off by parent or relative,0.0,1.0,School based feeding programme,Bachelor,4,1.0,Township,Both Parents,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,1,1,First,Other,University Residence,Self Catering,1.0,0.0,Between 15km and 19km,University bus service,Between 31 minutes and an hour,2,Parent/Parents,Parent/Parents,Paying for myself,,,Employed and earning salary/wages,Employed and earning salary/wages
1.0,1.0,0.0,1.0,1.0,Kgapane high school ,English,1.0,0.0,Third,Government scholarship/bursary,Greater than 80,Township,9,9,Public Transport,1.0,0.0,School based feeding programme,Bachelor,4,1.0,Township,"Guardian e.g., grandparent, uncle, siblings etc..",0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,1,First,The desire to make a difference,University Residence,Self Catering,1.0,1.0,Between 10km and 14km,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,1.0,0.0,1.0,1.0,Ramphelane High school,Sepedi,1.0,1.0,First,"Bursary e.g., Sasol, Eskom etc.",Greater than 80,Rural Village,5,5,Walking,0.0,0.0,School based feeding programme,Bachelor,1,1.0,Rural Village,Single Parent,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,First,Passion,University Residence,Self Catering,1.0,1.0,Between 15km and 19km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,Unemployed and looking for work
0.08,0.08,0.0,1.0,1.0,Khudugane secondary school ,English,1.0,0.0,Second,No fee-paying school,Between 41 and 60,Rural Village,7,5,Walking,0.0,0.0,School based feeding programme,Bachelor,4,1.0,Rural Village,Single Parent,0.0,0.0,1.0,0.0,0.0,1,1,1,0,1,1,1,First,The desire to make a difference,University Residence,Self Catering,1.0,,,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
0.08,0.08,0.0,1.0,1.0,Motse Maria High School ,English,1.0,0.0,Second,Parents or guardians,Greater than 80,Rural Village,12,12,Boarding school,0.0,0.0,Three meals a day,Bachelor,2,0.0,Rural Village,Single Parent,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,1,First,Passion,University Residence,Self Catering,1.0,1.0,Less than 5km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,0.0,,
0.9,0.9,0.0,1.0,1.0,Mmametlhake Secondary school ,English,1.0,0.0,First,No fee-paying school,Between 20 and 30,Rural Village,13,12,Public Transport,0.0,0.0,School based feeding programme,Bachelor,5,1.0,Rural Village,"Guardian e.g., grandparent, uncle, siblings etc..",0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,First,Passion,University Residence,Self Catering,1.0,1.0,Between 10km and 14km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,0.0,,
1.0,1.0,0.0,1.0,1.0,Ngwanatshwane ,Sepedi,1.0,1.0,Second,No fee-paying school,Between 61 and 80,Rural Village,5,5,Walking,0.0,1.0,School based feeding programme,Bachelor,1,1.0,Rural Village,Both Parents,1.0,2.0,0.0,1.0,5.0,1,1,1,0,0,1,1,Second,Passion,University Residence,Self Catering,1.0,0.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,Unemployed and looking for work,Unemployed and looking for work
0.08,0.08,0.0,1.0,1.0,Gobela high school,English,1.0,0.0,Second,No fee-paying school,Between 31 and 40,Rural Village,7,5,Walking,0.0,1.0,School based feeding programme,Bachelor,3,0.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,First,Passion,University Residence,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,Domestic servant or unskilled labour,Domestic servant or unskilled labour
0.08,0.08,0.0,1.0,1.0,Macema Commercial Secondary School ,Xitsonga,1.0,1.0,First,Government scholarship/bursary,Between 31 and 40,Rural Village,8,8,Dropped off by parent or relative,0.0,0.0,School based feeding programme,Bachelor,2,1.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,First,Job Security,Accommodation,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,Paying for myself,1.0,1.0,,
0.08,0.08,0.0,1.0,1.0,Vlakfontein secondary school ,Sepedi,1.0,1.0,First,No fee-paying school,Between 20 and 30,Public,9,8,Public Transport,0.0,0.0,School based feeding programme,Bachelor,4,1.0,Suburb/City/Town,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,1,First,,Accommodation,Self Catering,1.0,,Greater than 30km,University bus service,Between 31 minutes and an hour,2,Government scholarship/bursary,Government scholarship/bursary,Government scholarship/bursary,0.0,0.0,,
1.0,1.0,0.0,1.0,1.0,Ramatshagalala Secondary School ,Sepedi,1.0,0.0,First,No fee-paying school,Between 41 and 60,Rural Village,8,6,Walking,0.0,0.0,School based feeding programme,Bachelor,3,1.0,Rural Village,Single Parent,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,1,First,Passion,University Residence,Self Catering,1.0,1.0,Less than 5km,Walking,less than 30 minutes,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,1.0,0.0,1.0,1.0,Highveld Secondary School,SiSwati,1.0,0.0,Second,Government scholarship/bursary,Between 31 and 40,Rural Village,8,5,Public Transport,0.0,0.0,School based feeding programme,Bachelor,2,1.0,Rural Village,Single Parent,1.0,1.0,0.0,0.0,0.0,1,1,1,0,1,1,1,First,Family,Private,Self Catering,0.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
0.08,0.08,0.0,1.0,1.0,ISolomzi Senior Secondary School,Xhosa,1.0,0.0,Second,Parents or guardians,Between 41 and 60,Rural Village,6,6,Walking,0.0,0.0,School based feeding programme,Bachelor,4,1.0,Township,No support,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,1,First,Role Models,Accommodation,,,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,1,Merit scholarships,Merit scholarships,"Guardian e.g., grandparent, uncle, siblings etc.",,,Employed and earning salary/wages,Employed and earning salary/wages
1.0,1.0,0.0,1.0,1.0,Mjokwane secondary school ,English,1.0,0.0,Second,Parents or guardians,Between 41 and 60,Public,12,12,Public Transport,0.0,1.0,School based feeding programme,Bachelor,3,1.0,Rural Village,Both Parents,0.0,0.0,0.0,1.0,11.0,1,0,0,0,0,1,1,First,The desire to make a difference,Accommodation,,,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.002,1.002,0.0,1.0,1.0,Central Secondary School ,English,1.0,0.0,First,Parents or guardians,Between 31 and 40,Suburb/City/Town,8,7,Public Transport,0.0,0.0,Parents provided lunch box.,Bachelor,4,1.0,Township,"Guardian e.g., grandparent, uncle, siblings etc..",0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,Third,Passion,University Residence,Self Catering,1.0,0.0,Less than 5km,Walking,less than 30 minutes,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
0.08,0.08,0.0,1.0,1.0,Matsimela High School,Sepedi,1.0,0.0,First,No fee-paying school,Between 20 and 30,Rural Village,7,7,Walking,0.0,1.0,School based feeding programme,Bachelor,2,1.0,Rural Village,"Guardian e.g., grandparent, uncle, siblings etc..",0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,1,First,Passion,Accommodation,,1.0,1.0,Greater than 30km,University bus service,Between 1 and 2 hours,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,0.83,0.17,0.83,1.0,Boke Agricultural High school ,English,1.0,0.0,First,"Bursary e.g., Sasol, Eskom etc.",Greater than 80,Rural Village,9,7,Walking,0.0,,,,1,0.0,Rural Village,Both Parents,0.0,0.0,0.0,1.0,5.0,0,1,0,0,1,1,1,First,Job Security,University Residence,Self Catering,1.0,0.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,Unemployed and receiving social grant
1.0,1.0,0.0,1.0,1.0,Mbhudula Secondary School ,English,1.0,0.0,Second,Self-funded,Between 41 and 60,Rural Village,9,9,Walking,1.0,0.0,School based feeding programme,Bachelor,5,1.0,Rural Village,Single Parent,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,First,Passion,University Residence,Self Catering,1.0,1.0,Between 6km and 9km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,Out of work but not currently looking for work,Unemployed and looking for work
1.0,0.688,0.312,0.688,0.0,Steenbok secondary school,SiSwati,1.0,1.0,Second,Parents or guardians,Greater than 80,Rural Village,8,8,Walking,0.0,0.0,School based feeding programme,Bachelor,3,1.0,Rural Village,Single Parent,1.0,1.0,0.0,1.0,5.0,1,0,0,0,0,0,1,First,Family,University Residence,Self Catering,1.0,1.0,,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
0.9,0.9,0.0,1.0,1.0,Sesiyabonga Technical School ,IsiZulu,1.0,1.0,First,No fee-paying school,Between 41 and 60,Suburb/City/Town,4,4,Walking,0.0,0.0,School based feeding programme,Bachelor,3,0.0,Township,Both Parents,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,1,First,The desire to make a difference,University Residence,Self Catering,1.0,1.0,Less than 5km,Walking,less than 30 minutes,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
0.9,0.9,0.0,1.0,1.0,ivory park secondary school ,English,1.0,1.0,First,No fee-paying school,Between 20 and 30,Township,10,9,Public Transport,0.0,0.0,Parents provided lunch money,Bachelor,2,0.0,Township,Both Parents,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,1,Second,The desire to make a difference,University Residence,Catered,1.0,1.0,Less than 5km,Walking,less than 30 minutes,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,1.0,0.0,1.0,1.0,Highveld Secondary School,SiSwati,1.0,0.0,Second,No fee-paying school,Between 41 and 60,Township,10,9,Walking,0.0,0.0,School based feeding programme,Bachelor,5,1.0,Rural Village,Single Parent,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,1,First,The desire to make a difference,Accommodation,Self Catering,1.0,0.0,Greater than 30km,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,Unemployed and receiving social grant
0.5,0.5,0.0,1.0,1.0,Mabea Senior Secondary school ,Sepedi,1.0,1.0,First,No fee-paying school,Between 31 and 40,Rural Village,7,7,Walking,1.0,1.0,School based feeding programme,Bachelor,3,1.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,First,Passion,Accommodation,,,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,Self-employed,Employed and earning salary/wages
1.0,1.0,0.0,1.0,1.0,Rakgolokwana ,Sepedi,1.0,1.0,First,No fee-paying school,Between 61 and 80,Rural Village,8,8,Walking,0.0,0.0,School based feeding programme,Bachelor,2,0.0,Rural Village,Both Parents,0.0,0.0,0.0,1.0,5.0,1,1,1,0,1,1,1,First,Teachers,University Residence,Self Catering,1.0,1.0,Between 10km and 14km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
0.5,0.5,0.0,1.0,1.0,Amaria combined school ,English,1.0,0.0,Second,Parents or guardians,Between 31 and 40,Rural Village,6,6,Scholar transport (Rural learners),1.0,0.0,Parents provided lunch box.,Bachelor,4,1.0,Township,No support,0.0,0.0,0.0,1.0,5.0,1,0,1,0,0,1,1,Third,The desire to make a difference,University Residence,Self Catering,1.0,1.0,Less than 5km,,Between 31 minutes and an hour,2,Parent/Parents,Parent/Parents,Funding arrangements not finalized (if none of the above options apply),,,,Employed and earning salary/wages
1.0,0.531,0.469,0.531,0.0,Rakgotso Secondary School ,Setswana,1.0,0.0,First,No fee-paying school,Between 20 and 30,Township,7,5,Walking,1.0,0.0,School based feeding programme,Bachelor,4,0.0,Township,Single Parent,0.0,0.0,0.0,1.0,5.0,1,1,1,0,1,1,1,First,Other,University Residence,Self Catering,1.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,Domestic servant or unskilled labour
1.0,1.0,0.0,1.0,1.0,Nthetsheleseni secondary school ,Tshivenda,0.0,1.0,First,"Bursary e.g., Sasol, Eskom etc.",Greater than 80,Rural Village,7,7,Walking,0.0,0.0,Parents provided lunch money,Bachelor,2,1.0,Rural Village,No support,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,1,First,Job Security,University Residence,Self Catering,1.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
0.5,0.3,0.2,0.6,0.0,Batlhaping High School,English,1.0,0.0,Second,No fee-paying school,Between 41 and 60,Rural Village,9,6,Public Transport,0.0,0.0,School based feeding programme,Bachelor,1,1.0,Rural Village,Single Parent,0.0,0.0,0.0,1.0,5.0,1,1,0,0,0,0,1,Third,The desire to make a difference,University Residence,Self Catering,1.0,0.0,Between 20km and 30km,University bus service,Between 1 and 2 hours,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,Employed and earning salary/wages
1.0,1.0,0.0,1.0,1.0,Intuthuko Katleho secondary school ,English,1.0,0.0,Second,"Bursary e.g., Sasol, Eskom etc.",Between 31 and 40,Suburb/City/Town,7,4,Walking,1.0,0.0,School based feeding programme,Bachelor,2,0.0,Township,Single Parent,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,Second,Job Security,University Residence,Self Catering,1.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,0.0,,Employed and earning salary/wages
0.08,0.08,0.0,1.0,1.0,Mbilwi secondary school ,English,1.0,1.0,Second,Parents or guardians,Between 61 and 80,Public,11,10,Public Transport,1.0,0.0,Parents provided lunch money,Bachelor,6,1.0,Suburb/City/Town,Both Parents,0.0,0.0,0.0,1.0,5.0,1,1,0,0,0,0,1,First,Passion,University Residence,Self Catering,1.0,1.0,Between 10km and 14km,University bus service,Between 31 minutes and an hour,1,Funding arrangements not analyzed (if none of the above options apply),Funding arrangements not finalized (if none of the above options apply),"Guardian e.g., grandparent, uncle, siblings etc.",1.0,0.0,Retired with retirement annuity income,Unemployed and receiving social grant
0.5,0.5,0.0,1.0,1.0,Clapham high school ,English,1.0,0.0,Second,Parents or guardians,Between 31 and 40,Suburb/City/Town,10,10,School Bus,0.0,0.0,Parents provided lunch money,Bachelor,5,1.0,Township,Single Parent,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,1,First,Passion,Accommodation,,1.0,0.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
0.5,0.5,0.0,1.0,1.0,Mafunda Secondary school ,IsiZulu,1.0,1.0,Second,No fee-paying school,Between 41 and 60,Rural Village,6,3,Walking,0.0,1.0,Parents provided lunch money,Bachelor,2,0.0,Rural Village,Single Parent,0.0,0.0,1.0,1.0,5.0,0,0,0,0,1,0,1,Second,Passion,University Residence,Self Catering,1.0,0.0,Greater than 30km,University bus service,Between 1 and 2 hours,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,1.0,0.0,1.0,1.0,Noju Secondary School ,IsiZulu,1.0,1.0,Second,No fee-paying school,Greater than 80,Public,9,9,Walking,0.0,0.0,Two meals a day,Bachelor,2,1.0,Rural Village,Single Parent,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,1,Second,Passion,University Residence,Self Catering,1.0,1.0,,,less than 30 minutes,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,0.406,0.594,0.406,0.0,Nkwangulatilo Educa nitional centre,English,1.0,0.0,Second,Parents or guardians,Between 20 and 30,Private school,8,8,Public Transport,1.0,0.0,Parents provided lunch box.,Bachelor,5,0.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,First,Passion,University Residence,Catered,1.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,2,Funding arrangements not analyzed (if none of the above options apply),Funding arrangements not finalized (if none of the above options apply),Funding arrangements not finalized (if none of the above options apply),1.0,0.0,Employed and earning salary/wages,
1.0,1.0,0.0,1.0,1.0,Kgahlanamorulana ,Sepedi,1.0,1.0,Second,No fee-paying school,Greater than 80,Rural Village,0,0,Walking,0.0,,,Bachelor,0,,,,,,,,,0,0,0,0,0,0,0,First,,University Residence,Catered,,,,,,0,,,,,,,
